날짜,시간,10
20200511,0,77968
20200511,1,48679
20200511,2,33773
20200511,3,41511
20200511,4,78680
20200511,5,190465
20200511,6,315762
20200511,7,360304
20200511,8,333740
20200511,9,306262
20200511,10,316875
20200511,11,318647
20200511,12,306847
20200511,13,312411
20200511,14,310628
20200511,15,316780
20200511,16,321890
20200511,17,339155
20200511,18,321875
20200511,19,248056
20200511,20,215546
20200511,21,192003
20200511,22,156521
20200511,23,114593
20200512,0,79994
20200512,1,55641
20200512,2,45985
20200512,3,47131
20200512,4,66890
20200512,5,138477
20200512,6,239860
20200512,7,306259
20200512,8,321695
20200512,9,314749
20200512,10,327684
20200512,11,320944
20200512,12,311318
20200512,13,315853
20200512,14,306170
20200512,15,325743
20200512,16,341012
20200512,17,364776
20200512,18,318789
20200512,19,247477
20200512,20,217415
20200512,21,199680
20200512,22,154814
20200512,23,114155
20200513,0,78076
20200513,1,54826
20200513,2,47225
20200513,3,46847
20200513,4,66110
20200513,5,139902
20200513,6,240677
20200513,7,306586
20200513,8,312046
20200513,9,311782
20200513,10,320764
20200513,11,315561
20200513,12,298101
20200513,13,311508
20200513,14,312740
20200513,15,316688
20200513,16,327467
20200513,17,346719
20200513,18,316288
20200513,19,247815
20200513,20,220117
20200513,21,203018
20200513,22,165135
20200513,23,121423
20200514,0,83300
20200514,1,56566
20200514,2,45629
20200514,3,46861
20200514,4,66666
20200514,5,138575
20200514,6,240752
20200514,7,310729
20200514,8,318813
20200514,9,309853
20200514,10,327504
20200514,11,329581
20200514,12,305018
20200514,13,301024
20200514,14,317092
20200514,15,329193
20200514,16,347574
20200514,17,370642
20200514,18,340049
20200514,19,267229
20200514,20,233081
20200514,21,212349
20200514,22,171722
20200514,23,125231
20200515,0,83066
20200515,1,56870
20200515,2,46429
20200515,3,43572
20200515,4,61157
20200515,5,0
20200515,6,201717
20200515,7,273883
20200515,8,291642
20200515,9,303192
20200515,10,301384
20200515,11,304236
20200515,12,311124
20200515,13,329820
20200515,14,348007
20200515,15,377985
20200515,16,386121
20200515,17,417406
20200515,18,404016
20200515,19,330502
20200515,20,280432
